"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 2158";"";"19,42";"49,21";"57,61";"67,60"
"SEZIONE 2159";"";"15,84";"45,38";"54,31";"63,86"
"SEZIONE 2172";"";"19,91";"54,23";"60,34";"72,41"
"SEZIONE 2181";"";"14,54";"46,53";"55,72";"69,61"
"SEZIONE 2183";"";"20,10";"53,48";"62,50";"76,29"
"SEZIONE 2184";"";"14,18";"43,97";"54,96";"66,31"
"SEZIONE 2186";"";"13,25";"45,07";"53,23";"64,44"
"SEZIONE 2192";"";"17,91";"50,14";"56,02";"66,05"
"SEZIONE 2193";"";"19,13";"46,16";"55,56";"66,21"
"SEZIONE 2195";"";"16,65";"44,89";"52,81";"64,06"
"SEZIONE 2196";"";"12,86";"39,56";"44,40";"53,67"
"SEZIONE 2210";"";"16,23";"39,29";"44,81";"55,52"
"SEZIONE 2212";"";"13,68";"40,48";"44,58";"53,82"
"SEZIONE 2222";"";"15,42";"39,18";"45,15";"52,86"
"SEZIONE 2229";"";"18,04";"47,58";"54,12";"64,31"
"SEZIONE 2241";"";"18,25";"45,11";"53,14";"65,26"
"SEZIONE 2243";"";"21,30";"49,94";"55,81";"68,54"
