"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 836";"";"18,18";"49,44";"50,24";"64,75"
"SEZIONE 837";"";"22,92";"49,86";"58,89";"76,94"
"SEZIONE 838";"";"19,97";"52,72";"61,96";"75,54"
"SEZIONE 839";"";"18,48";"52,99";"58,83";"71,74"
"SEZIONE 840";"";"16,26";"47,43";"56,91";"70,73"
"SEZIONE 841";"";"18,10";"50,00";"59,05";"74,29"
"SEZIONE 842";"";"16,82";"43,95";"52,19";"66,27"
"SEZIONE 843";"";"17,67";"46,98";"55,26";"70,83"
"SEZIONE 844";"";"17,41";"46,74";"55,27";"67,97"
"SEZIONE 845";"";"16,20";"51,30";"57,93";"73,26"
"SEZIONE 846";"";"20,32";"48,80";"55,08";"67,78"
"SEZIONE 847";"";"19,73";"47,45";"54,08";"67,52"
"SEZIONE 848";"";"16,00";"48,40";"56,40";"67,30"
"SEZIONE 849";"";"15,96";"49,23";"62,46";"72,44"
"SEZIONE 850";"";"16,58";"43,88";"51,28";"64,88"
"SEZIONE 851";"";"21,62";"46,26";"56,64";"71,26"
"SEZIONE 852";"";"16,82";"41,39";"50,46";"65,31"
"SEZIONE 853";"";"17,40";"45,22";"53,78";"68,19"
"SEZIONE 854";"";"21,93";"49,43";"55,34";"67,95"
"SEZIONE 855";"";"22,19";"51,37";"57,86";"69,83"
"SEZIONE 856";"";"15,31";"48,07";"52,89";"61,13"
"SEZIONE 857";"";"24,79";"49,72";"55,67";"68,70"
"SEZIONE 858";"";"19,57";"48,47";"55,53";"66,31"
"SEZIONE 859";"";"22,85";"53,38";"60,66";"71,41"
"SEZIONE 860";"";"7,08";"16,68";"19,47";"26,33"
"SEZIONE 861";"";"40,46";"50,19";"58,66";"72,06"
"SEZIONE 862";"";"16,41";"45,09";"56,27";"67,27"
"SEZIONE 863";"";"22,07";"49,25";"55,99";"69,45"
"SEZIONE 864";"";"23,84";"54,16";"62,10";"75,31"
"SEZIONE 865";"";"25,50";"50,11";"58,06";"68,87"
"SEZIONE 866";"";"23,33";"48,59";"57,69";"73,33"
"SEZIONE 867";"";"20,51";"48,03";"59,32";"74,53"
"SEZIONE 868";"";"20,27";"49,66";"57,58";"72,62"
"SEZIONE 869";"";"21,54";"50,38";"59,82";"74,06"
"SEZIONE 870";"";"23,25";"53,17";"61,30";"73,66"
"SEZIONE 871";"";"23,60";"49,62";"62,48";"73,07"
"SEZIONE 872";"";"21,90";"49,58";"57,56";"70,29"
"SEZIONE 873";"";"20,17";"50,88";"58,46";"72,80"
"SEZIONE 874";"";"22,26";"55,00";"60,65";"74,52"
"SEZIONE 875";"";"19,54";"49,56";"56,55";"65,83"
"SEZIONE 876";"";"22,28";"48,78";"57,43";"69,29"
"SEZIONE 877";"";"23,47";"50,25";"58,58";"71,21"
"SEZIONE 878";"";"20,45";"47,27";"56,59";"67,61"
"SEZIONE 879";"";"20,36";"49,75";"58,02";"71,50"
"SEZIONE 880";"";"22,17";"50,76";"61,49";"72,93"
"SEZIONE 881";"";"21,44";"49,54";"56,38";"69,87"
"SEZIONE 882";"";"23,17";"45,64";"52,61";"67,42"
"SEZIONE 883";"";"20,41";"48,38";"54,46";"65,68"
"SEZIONE 884";"";"19,78";"47,20";"54,05";"67,45"
"SEZIONE 885";"";"21,84";"52,86";"59,97";"72,79"
"SEZIONE 886";"";"18,45";"50,75";"61,85";"74,44"
"SEZIONE 887";"";"24,07";"54,42";"62,74";"74,14"
"SEZIONE 888";"";"21,59";"54,04";"63,05";"75,50"
"SEZIONE 889";"";"18,23";"42,80";"47,16";"63,94"
"SEZIONE 890";"";"23,54";"55,73";"63,90";"73,66"
"SEZIONE 891";"";"23,71";"51,93";"60,70";"73,58"
"SEZIONE 892";"";"21,95";"50,66";"59,90";"72,28"
"SEZIONE 893";"";"23,27";"47,55";"54,13";"67,62"
"SEZIONE 894";"";"23,92";"51,46";"64,26";"77,19"
"SEZIONE 895";"";"19,23";"52,77";"60,77";"78,00"
"SEZIONE 896";"";"19,28";"51,80";"60,14";"73,24"
"SEZIONE 897";"";"17,60";"45,98";"55,08";"69,20"
"SEZIONE 898";"";"20,95";"47,86";"55,35";"65,60"
"SEZIONE 899";"";"21,45";"52,42";"57,58";"69,68"
"SEZIONE 900";"";"20,33";"46,61";"55,54";"66,78"
"SEZIONE 901";"";"19,97";"45,33";"53,91";"68,50"
"SEZIONE 902";"";"19,26";"49,43";"56,66";"68,98"
"SEZIONE 903";"";"21,04";"47,00";"54,46";"66,71"
"SEZIONE 904";"";"23,68";"48,81";"55,82";"66,93"
"SEZIONE 905";"";"22,14";"50,62";"59,23";"69,42"
"SEZIONE 906";"";"17,53";"45,90";"57,12";"69,10"
"SEZIONE 907";"";"21,46";"49,41";"58,66";"72,64"
"SEZIONE 908";"";"17,41";"48,02";"57,50";"70,35"
"SEZIONE 909";"";"23,12";"49,25";"56,76";"68,92"
"SEZIONE 910";"";"24,65";"47,09";"54,71";"67,17"
"SEZIONE 911";"";"22,50";"45,81";"55,13";"68,18"
"SEZIONE 912";"";"25,30";"54,39";"63,18";"74,23"
"SEZIONE 913";"";"23,60";"49,13";"57,34";"66,43"
"SEZIONE 914";"";"21,42";"46,23";"53,47";"68,83"
"SEZIONE 915";"";"20,00";"47,76";"56,61";"69,58"
"SEZIONE 916";"";"18,58";"43,05";"50,30";"66,47"
"SEZIONE 917";"";"20,59";"47,06";"54,25";"67,21"
"SEZIONE 918";"";"17,64";"39,21";"47,09";"60,16"
"SEZIONE 919";"";"16,54";"39,48";"45,54";"57,66"
"SEZIONE 920";"";"16,43";"42,56";"49,94";"64,42"
"SEZIONE 921";"";"20,32";"48,25";"55,99";"69,45"
"SEZIONE 922";"";"16,89";"42,68";"49,92";"64,86"
"SEZIONE 923";"";"17,39";"43,19";"50,14";"63,33"
"SEZIONE 924";"";"20,30";"44,96";"54,29";"68,42"
"SEZIONE 925";"";"16,88";"37,97";"45,29";"58,79"
"SEZIONE 926";"";"15,38";"39,49";"48,38";"58,29"
"SEZIONE 927";"";"15,04";"36,90";"42,79";"53,80"
"SEZIONE 928";"";"17,36";"42,40";"47,25";"57,43"
"SEZIONE 929";"";"21,58";"40,53";"46,15";"62,10"
"SEZIONE 930";"";"15,64";"34,30";"41,53";"53,94"
"SEZIONE 931";"";"17,67";"45,95";"58,03";"66,72"
"SEZIONE 932";"";"19,76";"41,71";"49,00";"61,48"
"SEZIONE 933";"";"16,99";"40,14";"50,14";"62,74"
"SEZIONE 934";"";"15,97";"42,86";"47,56";"61,85"
"SEZIONE 935";"";"19,05";"44,34";"50,48";"63,04"
"SEZIONE 936";"";"13,98";"39,08";"46,02";"55,82"
"SEZIONE 937";"";"17,30";"40,85";"45,88";"59,36"
"SEZIONE 938";"";"19,60";"42,21";"50,59";"63,48"
"SEZIONE 939";"";"17,56";"41,46";"47,07";"59,76"
"SEZIONE 940";"";"18,15";"43,59";"48,72";"62,33"
"SEZIONE 941";"";"22,82";"47,13";"53,86";"63,88"
"SEZIONE 942";"";"20,47";"46,11";"53,76";"65,67"
"SEZIONE 943";"";"23,00";"47,27";"53,11";"64,04"
"SEZIONE 944";"";"19,86";"47,94";"55,64";"67,80"
"SEZIONE 945";"";"18,56";"42,56";"48,01";"60,38"
"SEZIONE 946";"";"21,32";"47,14";"54,20";"68,45"
"SEZIONE 947";"";"20,40";"42,83";"51,75";"65,89"
"SEZIONE 948";"";"21,46";"48,43";"61,80";"71,24"
"SEZIONE 949";"";"13,14";"31,62";"36,55";"48,25"
"SEZIONE 950";"";"20,69";"44,28";"52,69";"66,62"
"SEZIONE 951";"";"22,57";"46,83";"54,10";"65,22"
"SEZIONE 952";"";"23,03";"50,44";"59,07";"71,34"
"SEZIONE 953";"";"18,95";"44,77";"50,82";"62,58"
"SEZIONE 954";"";"23,82";"29,32";"32,65";"68,76"
"SEZIONE 955";"";"18,97";"48,54";"57,03";"68,57"
"SEZIONE 956";"";"20,48";"47,48";"55,15";"68,99"
"SEZIONE 957";"";"19,77";"45,80";"52,49";"65,43"
"SEZIONE 958";"";"19,88";"47,90";"55,73";"66,76"
"SEZIONE 959";"";"18,50";"48,49";"56,95";"67,59"
"SEZIONE 960";"";"20,22";"50,21";"57,63";"70,29"
"SEZIONE 961";"";"17,46";"45,02";"54,33";"65,59"
"SEZIONE 962";"";"21,20";"50,00";"59,60";"73,95"
"SEZIONE 963";"";"23,45";"51,09";"59,16";"74,22"
"SEZIONE 964";"";"21,55";"48,59";"53,94";"68,59"
"SEZIONE 965";"";"22,92";"52,38";"59,52";"71,28"
"SEZIONE 966";"";"22,32";"49,49";"60,54";"72,83"
"SEZIONE 967";"";"25,58";"48,67";"57,64";"72,09"
"SEZIONE 968";"";"24,23";"50,31";"61,68";"76,02"
"SEZIONE 969";"";"21,92";"54,25";"63,11";"76,77"
"SEZIONE 970";"";"22,37";"52,67";"61,77";"75,42"
"SEZIONE 971";"";"23,15";"50,80";"59,48";"73,81"
"SEZIONE 972";"";"23,47";"52,49";"62,43";"74,34"
"SEZIONE 973";"";"20,23";"47,81";"56,96";"69,72"
"SEZIONE 974";"";"24,90";"54,35";"60,96";"72,11"
"SEZIONE 975";"";"21,97";"50,96";"59,46";"72,14"
"SEZIONE 976";"";"17,01";"45,07";"51,64";"62,84"
"SEZIONE 977";"";"21,79";"51,00";"59,18";"72,23"
"SEZIONE 978";"";"19,81";"51,78";"59,43";"70,90"
"SEZIONE 979";"";"21,33";"50,14";"59,37";"71,04"
"SEZIONE 980";"";"19,92";"48,16";"58,62";"70,20"
"SEZIONE 981";"";"23,05";"52,59";"61,24";"72,62"
"SEZIONE 982";"";"22,57";"51,71";"59,10";"74,28"
"SEZIONE 983";"";"21,15";"51,54";"59,57";"74,70"
"SEZIONE 984";"";"21,97";"48,36";"58,03";"71,15"
"SEZIONE 985";"";"24,90";"49,66";"60,41";"73,61"
"SEZIONE 986";"";"21,02";"47,39";"57,83";"69,64"
"SEZIONE 987";"";"16,30";"50,00";"56,67";"67,96"
"SEZIONE 988";"";"20,25";"48,48";"64,12";"72,10"
"SEZIONE 989";"";"19,40";"46,98";"55,32";"68,68"
"SEZIONE 990";"";"19,77";"48,86";"57,35";"67,97"
"SEZIONE 991";"";"18,88";"46,61";"55,21";"66,67"
"SEZIONE 992";"";"17,30";"42,13";"53,32";"66,84"
"SEZIONE 993";"";"16,81";"47,44";"54,84";"69,94"
"SEZIONE 994";"";"20,63";"52,28";"59,69";"71,34"
"SEZIONE 995";"";"18,53";"49,88";"62,47";"72,84"
"SEZIONE 996";"";"18,31";"49,28";"57,97";"70,62"
"SEZIONE 997";"";"22,26";"52,20";"58,62";"71,82"
"SEZIONE 998";"";"22,17";"53,54";"61,08";"71,82"
"SEZIONE 999";"";"19,05";"50,76";"58,54";"73,93"
"SEZIONE 1000";"";"19,12";"50,18";"58,25";"72,11"
"SEZIONE 1001";"";"22,40";"50,18";"59,86";"70,79"
"SEZIONE 1002";"";"23,34";"54,11";"64,54";"75,88"
"SEZIONE 1003";"";"22,13";"51,13";"60,88";"74,00"
"SEZIONE 1004";"";"22,32";"51,62";"63,22";"75,56"
"SEZIONE 1005";"";"19,93";"46,84";"59,30";"74,25"
"SEZIONE 1006";"";"19,72";"52,11";"59,68";"73,94"
"SEZIONE 1007";"";"19,68";"49,73";"60,64";"73,40"
"SEZIONE 1008";"";"19,85";"48,75";"56,07";"67,82"
"SEZIONE 1009";"";"15,68";"41,04";"49,82";"61,20"
"SEZIONE 1010";"";"21,99";"48,57";"57,41";"70,38"
"SEZIONE 1011";"";"15,35";"39,52";"48,81";"62,96"
"SEZIONE 1012";"";"21,60";"51,50";"60,90";"74,10"
"SEZIONE 1013";"";"20,17";"46,78";"54,42";"67,68"
"SEZIONE 1014";"";"17,28";"55,15";"63,87";"74,69"
"SEZIONE 1015";"";"23,85";"47,71";"55,23";"68,44"
"SEZIONE 1016";"";"22,66";"51,48";"61,33";"71,92"
"SEZIONE 1017";"";"15,95";"44,53";"53,53";"67,08"
"SEZIONE 1018";"";"20,41";"49,36";"58,42";"72,58"
"SEZIONE 1019";"";"22,22";"53,41";"62,12";"73,86"
"SEZIONE 1020";"";"14,66";"45,14";"50,06";"63,81"
"SEZIONE 1021";"";"22,49";"49,14";"59,03";"73,50"
"SEZIONE 1022";"";"23,71";"53,64";"62,65";"75,23"
"SEZIONE 1023";"";"14,29";"36,97";"46,22";"55,46"
"SEZIONE 1024";"";"20,00";"44,94";"55,31";"67,16"
"SEZIONE 1025";"";"19,17";"44,47";"50,87";"63,12"
"SEZIONE 1026";"";"20,31";"41,41";"47,46";"58,59"
"SEZIONE 1027";"";"18,65";"45,43";"54,06";"68,40"
"SEZIONE 1028";"";"17,82";"42,04";"50,00";"60,73"
"SEZIONE 1029";"";"14,84";"40,76";"47,64";"59,38"
"SEZIONE 1030";"";"19,28";"38,56";"43,17";"56,69"
"SEZIONE 1031";"";"20,78";"40,98";"47,62";"60,75"
"SEZIONE 1032";"";"17,55";"38,65";"43,26";"55,14"
"SEZIONE 1033";"";"17,86";"43,92";"51,39";"64,71"
"SEZIONE 1034";"";"18,14";"39,83";"48,98";"61,69"
"SEZIONE 1035";"";"17,19";"39,82";"48,25";"62,63"
"SEZIONE 1036";"";"20,83";"41,32";"45,95";"61,16"
"SEZIONE 1037";"";"19,06";"44,75";"51,05";"65,43"
"SEZIONE 1038";"";"21,60";"44,38";"52,37";"61,69"
"SEZIONE 1039";"";"19,15";"38,68";"45,45";"54,55"
"SEZIONE 1040";"";"18,42";"43,63";"49,72";"61,36"
"SEZIONE 1041";"";"15,10";"43,20";"49,93";"62,78"
"SEZIONE 1042";"";"13,98";"42,51";"49,13";"61,62"
"SEZIONE 1043";"";"19,01";"42,31";"51,74";"64,46"
"SEZIONE 1044";"";"17,42";"43,38";"49,58";"63,48"
"SEZIONE 1045";"";"18,36";"39,97";"46,30";"61,11"
"SEZIONE 1046";"";"18,40";"44,63";"49,73";"63,75"
"SEZIONE 1047";"";"16,33";"43,43";"49,33";"64,31"
"SEZIONE 1048";"";"16,42";"38,92";"45,32";"59,11"
"SEZIONE 1049";"";"18,36";"45,57";"52,46";"66,89"
"SEZIONE 1050";"";"21,29";"47,29";"56,54";"68,59"
"SEZIONE 1051";"";"18,27";"41,79";"50,25";"64,13"
"SEZIONE 1052";"";"21,49";"50,25";"57,69";"70,74"
"SEZIONE 1053";"";"22,37";"43,91";"49,92";"61,10"
"SEZIONE 1054";"";"20,45";"44,03";"50,00";"62,64"
"SEZIONE 1055";"";"21,75";"41,95";"49,44";"59,32"
"SEZIONE 1056";"";"18,98";"47,23";"53,96";"65,02"
"SEZIONE 1057";"";"25,40";"54,42";"60,54";"71,20"
"SEZIONE 1058";"";"22,84";"51,01";"63,67";"71,60"
"SEZIONE 1059";"";"19,80";"49,70";"57,92";"72,67"
"SEZIONE 1060";"";"22,36";"46,38";"53,62";"66,96"
"SEZIONE 1061";"";"20,70";"41,26";"48,31";"63,14"
"SEZIONE 1062";"";"18,33";"35,16";"40,08";"54,45"
"SEZIONE 1063";"";"17,11";"45,62";"48,01";"60,21"
"SEZIONE 1064";"";"17,83";"45,96";"55,85";"68,80"
"SEZIONE 1065";"";"20,55";"50,15";"57,52";"71,01"
"SEZIONE 1066";"";"20,66";"50,34";"60,27";"73,06"
"SEZIONE 1067";"";"19,48";"45,91";"55,86";"67,57"
"SEZIONE 1068";"";"18,04";"43,48";"52,39";"68,26"
"SEZIONE 1069";"";"15,53";"43,86";"51,19";"66,04"
"SEZIONE 1070";"";"14,32";"29,67";"33,20";"46,68"
"SEZIONE 1071";"";"18,94";"42,68";"47,85";"63,76"
"SEZIONE 1072";"";"22,71";"45,54";"55,43";"69,60"
"SEZIONE 1073";"";"14,61";"29,85";"34,66";"45,09"
"SEZIONE 1074";"";"18,95";"47,24";"57,05";"69,24"
"SEZIONE 1075";"";"5,55";"11,54";"13,04";"15,76"
"SEZIONE 1076";"";"18,58";"42,94";"51,28";"61,62"
"SEZIONE 1077";"";"16,92";"46,01";"52,48";"66,27"
"SEZIONE 1078";"";"16,21";"46,76";"57,68";"71,33"
"SEZIONE 1079";"";"19,39";"42,51";"50,00";"63,37"
"SEZIONE 1080";"";"18,77";"44,38";"48,36";"60,55"
"SEZIONE 1081";"";"16,22";"39,57";"46,17";"61,14"
"SEZIONE 1082";"";"17,84";"51,83";"58,23";"71,34"
"SEZIONE 1083";"";"18,98";"47,88";"53,14";"68,47"
"SEZIONE 1084";"";"14,22";"33,28";"38,13";"49,06"
"SEZIONE 1085";"";"18,06";"47,01";"53,25";"63,61"
"SEZIONE 1086";"";"15,48";"38,61";"49,64";"62,63"
"SEZIONE 1087";"";"19,94";"47,04";"55,43";"68,50"
"SEZIONE 1088";"";"11,35";"35,46";"41,06";"55,05"
"SEZIONE 1089";"";"12,48";"32,07";"36,97";"50,08"
"SEZIONE 1090";"";"13,13";"35,90";"43,08";"51,49"
"SEZIONE 1091";"";"21,91";"52,88";"59,80";"69,69"
"SEZIONE 1092";"";"19,64";"44,06";"52,81";"66,50"
"SEZIONE 1093";"";"19,88";"51,93";"67,51";"72,85"
"SEZIONE 1094";"";"21,39";"51,77";"60,35";"73,02"
"SEZIONE 1095";"";"19,50";"53,36";"60,43";"71,38"
"SEZIONE 1096";"";"20,41";"48,85";"56,87";"68,89"
"SEZIONE 1097";"";"21,39";"53,57";"61,49";"71,00"
"SEZIONE 1098";"";"20,90";"52,65";"60,77";"71,35"
"SEZIONE 1099";"";"22,10";"53,89";"62,76";"73,26"
"SEZIONE 1100";"";"19,15";"49,43";"57,80";"71,33"
"SEZIONE 1101";"";"22,12";"49,64";"57,19";"69,96"
"SEZIONE 1102";"";"20,42";"49,22";"57,37";"68,86"
"SEZIONE 1103";"";"22,92";"53,02";"64,23";"76,20"
"SEZIONE 1104";"";"20,78";"51,00";"60,45";"74,85"
"SEZIONE 1105";"";"19,88";"51,75";"60,25";"72,63"
"SEZIONE 1106";"";"17,46";"45,24";"52,06";"64,44"
"SEZIONE 1107";"";"22,59";"49,11";"57,61";"68,40"
"SEZIONE 1108";"";"21,86";"53,98";"62,75";"72,60"
"SEZIONE 1109";"";"21,86";"51,61";"60,13";"73,15"
"SEZIONE 1110";"";"23,23";"49,81";"58,76";"69,57"
"SEZIONE 1111";"";"22,54";"51,74";"61,57";"72,77"
"SEZIONE 1112";"";"22,55";"46,36";"56,27";"71,02"
"SEZIONE 1113";"";"16,03";"46,41";"54,87";"69,49"
"SEZIONE 1114";"";"15,74";"45,25";"52,46";"65,46"
"SEZIONE 1115";"";"15,20";"44,15";"50,18";"62,00"
"SEZIONE 1116";"";"20,17";"47,26";"56,05";"69,02"
"SEZIONE 1117";"";"16,92";"46,35";"57,77";"70,98"
"SEZIONE 1118";"";"19,09";"47,53";"58,10";"70,47"
"SEZIONE 1119";"";"20,77";"50,00";"58,02";"69,48"
"SEZIONE 1120";"";"16,35";"41,04";"48,74";"63,21"
"SEZIONE 1121";"";"15,55";"45,88";"53,50";"66,87"
"SEZIONE 1122";"";"17,11";"43,16";"53,04";"65,59"
"SEZIONE 1123";"";"18,01";"45,34";"55,65";"69,44"
"SEZIONE 1124";"";"19,02";"50,54";"59,93";"69,80"
"SEZIONE 1125";"";"17,68";"44,97";"52,82";"67,18"
"SEZIONE 1126";"";"14,55";"42,72";"52,11";"68,78"
"SEZIONE 1127";"";"17,46";"40,21";"42,86";"51,32"
"SEZIONE 1128";"";"18,28";"40,86";"48,75";"62,72"
"SEZIONE 1129";"";"18,14";"38,83";"45,13";"54,87"
"SEZIONE 1130";"";"20,30";"43,98";"52,37";"66,71"
"SEZIONE 1131";"";"18,03";"46,41";"54,98";"65,07"
"SEZIONE 1132";"";"18,72";"41,65";"48,23";"59,53"
"SEZIONE 1133";"";"15,84";"28,63";"41,03";"55,92"
"SEZIONE 1134";"";"16,34";"41,47";"49,73";"60,50"
"SEZIONE 1135";"";"15,64";"38,36";"44,69";"55,31"
"SEZIONE 1136";"";"20,58";"48,48";"56,81";"68,05"
"SEZIONE 1137";"";"23,48";"48,81";"54,75";"68,87"
"SEZIONE 1138";"";"23,40";"46,80";"53,94";"68,60"
"SEZIONE 1139";"";"16,78";"45,28";"55,54";"68,24"
"SEZIONE 1140";"";"20,54";"47,43";"54,38";"64,50"
"SEZIONE 1141";"";"21,05";"52,63";"60,30";"73,23"
"SEZIONE 1142";"";"18,21";"44,74";"52,28";"64,99"
"SEZIONE 1143";"";"14,87";"45,04";"51,42";"63,03"
"SEZIONE 1144";"";"18,74";"51,72";"57,01";"69,43"
"SEZIONE 1145";"";"20,00";"49,54";"57,06";"72,66"
"SEZIONE 1146";"";"17,47";"47,95";"54,97";"67,64"
"SEZIONE 1147";"";"18,12";"46,01";"52,36";"63,77"
"SEZIONE 1148";"";"22,92";"53,89";"60,83";"72,78"
"SEZIONE 1149";"";"18,86";"44,12";"50,69";"64,36"
"SEZIONE 1150";"";"20,79";"46,79";"52,53";"65,39"
"SEZIONE 1151";"";"19,76";"46,37";"53,76";"66,94"
"SEZIONE 1152";"";"17,04";"44,72";"55,46";"66,99"
"SEZIONE 1153";"";"13,83";"39,40";"46,52";"59,55"
"SEZIONE 1154";"";"14,22";"32,88";"40,79";"55,50"
"SEZIONE 1155";"";"13,13";"35,19";"41,97";"53,22"
"SEZIONE 1156";"";"17,35";"38,64";"46,79";"60,79"
"SEZIONE 1157";"";"13,84";"39,59";"45,73";"58,60"
"SEZIONE 1158";"";"17,62";"45,99";"53,48";"63,61"
"SEZIONE 1159";"";"17,06";"47,47";"54,88";"66,78"
"SEZIONE 1160";"";"14,49";"39,63";"47,49";"59,06"
"SEZIONE 1161";"";"14,46";"41,87";"51,81";"64,68"
"SEZIONE 1162";"";"20,46";"43,49";"51,46";"64,30"
"SEZIONE 1163";"";"16,98";"43,77";"49,87";"61,14"
"SEZIONE 1164";"";"17,72";"47,90";"56,99";"68,07"
"SEZIONE 1165";"";"15,87";"44,13";"50,90";"61,16"
"SEZIONE 1166";"";"17,85";"42,09";"47,36";"58,83"
"SEZIONE 1167";"";"16,11";"43,68";"51,43";"60,98"
"SEZIONE 1168";"";"19,38";"45,81";"52,21";"63,97"
"SEZIONE 1169";"";"14,57";"43,31";"51,73";"66,30"
"SEZIONE 1170";"";"15,25";"39,75";"47,63";"60,25"
"SEZIONE 1171";"";"19,37";"43,09";"49,95";"62,87"
"SEZIONE 1172";"";"17,55";"39,81";"48,28";"60,82"
"SEZIONE 1173";"";"17,59";"44,58";"52,35";"63,50"
"SEZIONE 1174";"";"18,70";"44,23";"50,84";"66,85"
"SEZIONE 1175";"";"18,96";"43,25";"51,57";"65,35"
"SEZIONE 1176";"";"17,92";"51,37";"58,02";"73,04"
"SEZIONE 1177";"";"18,15";"46,38";"53,41";"67,79"
"SEZIONE 1178";"";"16,15";"44,02";"50,36";"61,84"
"SEZIONE 1179";"";"20,75";"45,37";"54,22";"64,45"
"SEZIONE 1180";"";"19,38";"46,96";"53,91";"64,84"
"SEZIONE 1181";"";"16,95";"47,62";"55,81";"68,57"
"SEZIONE 1182";"";"21,68";"49,92";"55,46";"66,55"
"SEZIONE 1183";"";"18,39";"45,23";"55,45";"69,07"
"SEZIONE 1184";"";"18,19";"42,17";"51,76";"67,28"
"SEZIONE 1185";"";"18,26";"43,49";"54,09";"66,20"
"SEZIONE 1186";"";"12,92";"29,53";"36,51";"48,77"
"SEZIONE 1187";"";"16,40";"42,45";"49,11";"61,93"
"SEZIONE 1188";"";"15,94";"40,47";"47,99";"59,27"
"SEZIONE 1189";"";"19,42";"43,27";"47,79";"58,27"
"SEZIONE 1190";"";"13,89";"38,89";"45,83";"56,39"
"SEZIONE 1191";"";"14,38";"38,21";"48,14";"62,92"
"SEZIONE 1192";"";"17,09";"38,55";"44,02";"57,44"
"SEZIONE 1193";"";"12,94";"33,09";"41,03";"55,56"
"SEZIONE 1194";"";"14,61";"39,47";"45,73";"58,06"
"SEZIONE 1195";"";"16,67";"35,98";"42,06";"51,85"
"SEZIONE 1196";"";"19,39";"44,51";"53,04";"62,97"
"SEZIONE 1197";"";"19,66";"45,14";"53,97";"63,02"
"SEZIONE 1198";"";"19,07";"41,01";"47,67";"59,78"
"SEZIONE 1199";"";"17,72";"45,86";"54,72";"69,04"
"SEZIONE 1200";"";"18,16";"40,78";"49,39";"59,70"
"SEZIONE 1201";"";"14,73";"41,26";"48,54";"59,08"
"SEZIONE 1202";"";"11,68";"34,20";"42,02";"57,56"
"SEZIONE 1203";"";"16,50";"39,71";"45,98";"59,63"
"SEZIONE 1204";"";"14,38";"34,76";"42,29";"57,05"
"SEZIONE 1205";"";"17,70";"40,11";"44,74";"53,99"
"SEZIONE 1206";"";"11,29";"28,60";"32,80";"41,18"
"SEZIONE 1207";"";"16,79";"47,19";"55,58";"68,01"
"SEZIONE 1208";"";"15,41";"38,90";"46,33";"58,62"
"SEZIONE 1209";"";"14,16";"37,81";"43,84";"57,02"
"SEZIONE 1210";"";"14,51";"38,03";"43,94";"56,76"
"SEZIONE 1211";"";"14,04";"40,88";"47,67";"62,34"
"SEZIONE 1212";"";"16,39";"40,24";"48,68";"61,04"
"SEZIONE 1213";"";"13,35";"35,97";"41,96";"53,41"
"SEZIONE 1214";"";"14,13";"38,71";"44,40";"56,27"
"SEZIONE 1215";"";"15,45";"37,22";"41,74";"53,33"
"SEZIONE 1216";"";"15,18";"43,02";"51,02";"65,27"
"SEZIONE 1217";"";"17,28";"43,19";"48,73";"52,16"
"SEZIONE 1218";"";"19,24";"48,77";"58,21";"68,01"
"SEZIONE 1219";"";"16,77";"45,83";"54,08";"65,92"
"SEZIONE 1220";"";"14,20";"40,07";"47,00";"62,47"
"SEZIONE 1221";"";"19,11";"48,28";"63,44";"72,99"
"SEZIONE 1222";"";"21,16";"49,22";"56,74";"73,82"
"SEZIONE 1223";"";"18,28";"41,63";"48,66";"63,01"
"SEZIONE 1224";"";"20,78";"39,12";"47,56";"63,96"
"SEZIONE 1225";"";"17,33";"42,62";"45,90";"61,59"
"SEZIONE 1226";"";"20,74";"45,64";"53,79";"69,24"
"SEZIONE 1227";"";"20,53";"49,28";"57,70";"71,46"
"SEZIONE 1228";"";"16,74";"46,65";"57,04";"71,59"
"SEZIONE 1229";"";"19,74";"46,71";"53,45";"67,42"
"SEZIONE 1230";"";"12,78";"33,20";"41,15";"55,13"
"SEZIONE 1231";"";"18,33";"40,05";"47,06";"60,86"
"SEZIONE 1232";"";"14,86";"37,47";"45,86";"61,25"
"SEZIONE 1233";"";"13,40";"39,76";"46,39";"59,19"
"SEZIONE 1234";"";"15,17";"45,66";"51,97";"64,61"
"SEZIONE 1235";"";"12,52";"39,90";"48,11";"64,67"
"SEZIONE 1236";"";"19,42";"47,12";"55,14";"69,30"
"SEZIONE 1237";"";"20,18";"47,95";"56,43";"69,15"
"SEZIONE 1238";"";"18,64";"49,10";"56,30";"69,41"
"SEZIONE 1239";"";"21,67";"47,05";"55,51";"68,85"
"SEZIONE 1240";"";"17,86";"51,57";"59,12";"70,63"
"SEZIONE 1241";"";"23,68";"54,46";"65,57";"75,96"
"SEZIONE 1242";"";"21,08";"51,69";"58,43";"73,13"
"SEZIONE 1243";"";"23,65";"55,69";"65,27";"76,35"
"SEZIONE 1244";"";"20,62";"43,79";"50,99";"62,57"
"SEZIONE 1245";"";"16,74";"41,07";"47,68";"59,77"
"SEZIONE 1246";"";"15,72";"36,94";"43,42";"53,83"
"SEZIONE 1247";"";"20,46";"45,49";"52,36";"65,81"
"SEZIONE 1248";"";"17,36";"40,23";"44,41";"56,43"
"SEZIONE 1249";"";"19,95";"48,00";"55,76";"68,87"
